Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Tot_Benes,Tot_Submtd_Cvrd_Chrg,Tot_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Dschrgs,Tot_Cvrd_Days,Tot_Days,Bene_Avg_Age,Bene_Age_LT_65_Cnt,Bene_Age_65_74_Cnt,Bene_Age_75_84_Cnt,Bene_Age_GT_84_Cnt,Bene_Feml_Cnt,Bene_Male_Cnt,Bene_Race_Wht_Cnt,Bene_Race_Black_Cnt,Bene_Race_API_Cnt,Bene_Race_Hspnc_Cnt,Bene_Race_NatInd_Cnt,Bene_Race_Othr_Cnt,Bene_Dual_Cnt,Bene_Ndual_Cnt,Bene_CC_BH_ADHD_OthCD_V1_Pct,Bene_CC_BH_Alcohol_Drug_V1_Pct,Bene_CC_BH_Tobacco_V1_Pct,Bene_CC_BH_Alz_NonAlzdem_V2_Pct,Bene_CC_BH_Anxiety_V1_Pct,Bene_CC_BH_Bipolar_V1_Pct,Bene_CC_BH_Mood_V2_Pct,Bene_CC_BH_Depress_V1_Pct,Bene_CC_BH_PD_V1_Pct,Bene_CC_BH_PTSD_V1_Pct,Bene_CC_BH_Schizo_OthPsy_V1_Pct,Bene_CC_PH_Asthma_V2_Pct,Bene_CC_PH_Afib_V2_Pct,Bene_CC_PH_Cancer6_V2_Pct,Bene_CC_PH_CKD_V2_Pct,Bene_CC_PH_COPD_V2_Pct,Bene_CC_PH_Diabetes_V2_Pct,Bene_CC_PH_HF_NonIHD_V2_Pct,Bene_CC_PH_Hyperlipidemia_V2_Pct,Bene_CC_PH_Hypertension_V2_Pct,Bene_CC_PH_IschemicHeart_V2_Pct,Bene_CC_PH_Osteoporosis_V2_Pct,Bene_CC_PH_Parkinson_V2_Pct,Bene_CC_PH_Arthritis_V2_Pct,Bene_CC_PH_Stroke_TIA_V2_Pct,Bene_Avg_Risk_Scre
340190,Novant Health Mint Hill Medical Center,8201 Healthcare Loop,Charlotte,28215,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",545,25334974,6026884,4504183,659,2694,2730,76.095412844,57,162,186,140,305,240,413,105,,16,,,91,454,0.0128440367,0.128440367,0.1541284404,0.2385321101,0.3596330275,0.0605504587,0.3834862385,0.3614678899,0.023853211,0.0275229358,0.0403669725,0.1321100917,0.3577981651,0.2201834862,0.4752293578,0.3155963303,0.4091743119,0.4,0.75,0.75,0.4165137615,0.1871559633,0.0256880734,0.5963302752,0.1688073394,1.8800560953
350002,Chi St Alexius Health,900 E Broadway,Bismarck,58501,ND,38,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1832,104180015,35370419,31231142,2274,14185,14337,76.824781659,157,583,615,477,939,893,1717,,,,75,28,328,1504,0.0141921397,0.0949781659,0.2150655022,0.1855895197,0.3635371179,0.0589519651,0.3908296943,0.3777292576,0.0229257642,0.0191048035,0.0338427948,0.1397379913,0.3384279476,0.2041484716,0.4295851528,0.3024017467,0.3831877729,0.4241266376,0.75,0.75,0.4830786026,0.2074235808,0.0311135371,0.5223799127,0.1626637555,1.741339467
350006,Trinity Hospitals,407 3rd St Se,Minot,58701,ND,38,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2025,136091558,43474157,37495106,2802,15444,15865,75.77037037,218,689,640,478,992,1033,1793,18,,23,,40,430,1595,0.0088888889,0.1116049383,0.2424691358,0.1787654321,0.3348148148,0.0474074074,0.357037037,0.3451851852,0.0162962963,0.0197530864,0.0261728395,0.0864197531,0.3358024691,0.1925925926,0.4651851852,0.4330864198,0.4375308642,0.4069135802,0.75,0.75,0.5190123457,0.2148148148,0.0360493827,0.5422222222,0.1802469136,1.8375925438
350011,Sanford,801 Broadway North,Fargo,58122,ND,38,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6252,460223254,148923984,124450762,8521,44600,47116,73.732085733,948,2123,2018,1163,3292,2960,5717,47,24,67,267,130,1351,4901,0.0238323736,0.1158029431,0.1876199616,0.1407549584,0.3957133717,0.1273192578,0.4350607806,0.408509277,0.0433461292,0.0371081254,0.0406269994,0.13243762,0.3286948177,0.2124120282,0.4246641075,0.283109405,0.3715611004,0.4038707614,0.75,0.75,0.4395393474,0.195137556,0.0299104287,0.4937619962,0.1658669226,1.9563022949
350015,Sanford Medical Center Bismarck,300 N 7th St,Bismarck,58506,ND,38,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3162,194885448,69008438,57796758,4283,22006,22845,74.96742568,343,1149,1027,643,1556,1606,2799,14,,26,,58,590,2572,0.0066413662,0.1166982922,0.1973434535,0.1476913346,0.3282732448,0.0439595193,0.3678051866,0.3507273877,0.0240354206,0.0253004428,0.0309930424,0.1233396584,0.358001265,0.2286527514,0.4566729918,0.31657179,0.3918406072,0.4373814042,0.75,0.75,0.5471220746,0.1989247312,0.0303605313,0.4414927261,0.1483238457,2.0581040986
350019,Altru Hospital,1200 S Columbia Rd,Grand Forks,58201,ND,38,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2497,175469925,56969324,49728487,3456,16922,17464,74.732879455,343,835,792,527,1317,1180,2261,16,,35,,44,595,1902,0.0220264317,0.1221465759,0.1922306768,0.1357629155,0.3508209852,0.1085302363,0.3780536644,0.3568281938,0.0308370044,0.0360432519,0.0552663196,0.1265518622,0.3155786944,0.213856628,0.4453344013,0.334000801,0.3884661594,0.3880656788,0.75,0.75,0.4417300761,0.1577893472,0.0284341209,0.4321185423,0.1525830997,1.9587584076
350063,P H S Indian Hosp At Belcourt-Quentin N Burdick,Po Box 160,Belcourt,58316,ND,38,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",135,4179697,2367047,2183193,185,1050,1055,70.837037037,34,51,31,19,71,64,,,,,128,,54,81,0,0.2222222222,0.4666666667,0.1333333333,0.2740740741,0.0296296296,0.2518518519,0.237037037,0.0222222222,0.0296296296,0.0296296296,0.0592592593,0.2074074074,0.1111111111,0.4222222222,0.5037037037,0.6592592593,0.4740740741,0.6222222222,0.75,0.4074074074,0.0740740741,0.0518518519,0.3333333333,0.1185185185,1.9714042019
350070,Essentia Health Fargo,3000 32nd Ave South,Fargo,58104,ND,38,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2266,141700777,47787433,42058337,2961,16005,16861,74.822153575,311,740,737,478,1191,1075,2077,27,,28,,37,506,1760,0.0233892321,0.1403353928,0.2074139453,0.1350397176,0.3433362754,0.0763459841,0.3932038835,0.372462489,0.0547219771,0.0269196823,0.0375110327,0.114298323,0.3561341571,0.2109443954,0.4691085613,0.3022947926,0.4285083848,0.4704324801,0.75,0.75,0.4902912621,0.1354810238,0.0269196823,0.5388349515,0.1597528685,1.9931558222
360001,Mercy Health-Anderson Hospital,7500 State Road,Cincinnati,45255,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2017,160024933,34868701,28807216,2759,11901,12432,75.330689142,205,742,663,407,1054,963,1934,22,,,,48,388,1629,0.0153693604,0.1155180962,0.2082300446,0.1943480416,0.3772930094,0.0674268716,0.4065443728,0.3807635102,0.0198314328,0.0223103619,0.0451165097,0.140803173,0.4065443728,0.212692117,0.4105106594,0.35349529,0.4476945959,0.4635597422,0.75,0.75,0.5701536936,0.149231532,0.024789291,0.5751115518,0.2042637581,1.8847934742
360002,University Hospitals Samaritan Medical Center,1025 Center St,Ashland,44805,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",562,16766345,8033694,7032466,743,2759,2791,77.181494662,40,174,206,142,296,266,535,,,,,13,109,453,0.0053380783,0.0765124555,0.153024911,0.2455516014,0.3683274021,0.0462633452,0.4448398577,0.4377224199,0.0053380783,0.0160142349,0.0284697509,0.0996441281,0.3487544484,0.1957295374,0.4644128114,0.384341637,0.4697508897,0.3950177936,0.75,0.75,0.4181494662,0.1548042705,0.0444839858,0.5355871886,0.2046263345,1.8975564642
360003,"University Of Cincinnati Medical Center, Llc",3188 Bellevue Avenue,Cincinnati,45219,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3056,467240989,115262826,80556793,4004,25634,27287,69.634162304,728,1254,742,332,1480,1576,2337,572,19,26,,,904,2152,0.0314136126,0.1567408377,0.2061518325,0.1852094241,0.4119764398,0.1465968586,0.4561518325,0.4231020942,0.0245418848,0.0356675393,0.0765706806,0.1456151832,0.3017015707,0.192408377,0.4201570681,0.3007198953,0.4482984293,0.3962696335,0.75,0.75,0.4581151832,0.1560863874,0.0353403141,0.5206151832,0.2388743455,2.3791826891
360006,Riverside Methodist Hospital,3535 Olentangy River Rd,Columbus,43214,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7751,820194766,207327217,158383796,9781,51449,54830,74.607147465,839,3005,2490,1417,4009,3742,6906,460,82,56,,,1175,6576,0.016901045,0.1281125016,0.201909431,0.2099083989,0.4026577216,0.0879886466,0.4289769062,0.3981421752,0.0205134821,0.0228357631,0.040123855,0.1176622371,0.3692426784,0.201264353,0.3880789576,0.2788027351,0.4060121275,0.3878209263,0.75,0.75,0.5034189137,0.1914591666,0.0366404335,0.5716681718,0.2207457102,1.8078751192
360008,Southern Ohio Medical Center,1805 27th Street,Portsmouth,45662,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1752,124629533,36814243,32806873,2617,11293,11445,73.408675799,302,610,503,337,979,773,1709,19,,,,15,679,1073,0.0136986301,0.1461187215,0.2442922374,0.2106164384,0.4035388128,0.0639269406,0.4269406393,0.3721461187,0.0234018265,0.0211187215,0.0667808219,0.1033105023,0.3898401826,0.1364155251,0.4195205479,0.4914383562,0.4503424658,0.4783105023,0.7465753425,0.75,0.5633561644,0.1552511416,0.0336757991,0.5194063927,0.1558219178,2.0524693818
360009,Lima Memorial Health System,1001 Bellefontaine Avenue,Lima,45804,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1452,99900076,27201595,24111254,2084,8341,8476,74.44077135,165,552,452,283,757,695,1308,85,,12,,40,326,1126,0.0123966942,0.108815427,0.2844352617,0.164600551,0.3904958678,0.0502754821,0.382231405,0.3553719008,0.0241046832,0.020661157,0.0461432507,0.1039944904,0.4187327824,0.194214876,0.4524793388,0.4180440771,0.4717630854,0.5110192837,0.75,0.75,0.6219008264,0.1157024793,0.0275482094,0.6053719008,0.1790633609,1.9683431721
360010,Union Hospital,659 Boulevard,Dover,44622,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",741,19691344,10000882,8752733,953,3696,3758,75.805668016,73,256,245,167,402,339,705,,,,,19,224,517,0.0107962213,0.0782726046,0.1929824561,0.2091767881,0.4358974359,0.0809716599,0.3873144399,0.371120108,0.0134952767,0.0175438596,0.0904183536,0.1322537112,0.4372469636,0.1889338731,0.4615384615,0.4480431849,0.4547908232,0.5236167341,0.75,0.75,0.5047233468,0.1470985155,0.0418353576,0.4858299595,0.1794871795,2.055811857
360011,Marion General Hospital,1000 Mckinley Park Drive,Marion,43302,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1484,83685166,25995212,21726353,2168,9488,9731,74.255390836,220,504,448,312,759,725,1417,28,,11,,24,397,1087,0.0148247978,0.1192722372,0.289083558,0.218328841,0.4649595687,0.0795148248,0.4764150943,0.4413746631,0.0249326146,0.0330188679,0.0700808625,0.1300539084,0.378032345,0.1880053908,0.4871967655,0.409703504,0.49393531,0.460916442,0.75,0.75,0.5013477089,0.1785714286,0.0229110512,0.6543126685,0.147574124,2.0926902914
360012,Mount Carmel St Ann's,500 South Cleveland Avenue,Westerville,43081,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1813,128745555,33402222,27347539,2292,10284,10705,75.193050193,186,671,576,380,949,864,1490,222,31,11,,,330,1483,0.0137892995,0.1014892443,0.1781577496,0.2327633756,0.4087148373,0.0794263651,0.4644236073,0.4357418643,0.0204081633,0.0319911748,0.0535024821,0.1213458356,0.3480419195,0.2073910645,0.4611141754,0.2879205736,0.4489795918,0.3927192499,0.75,0.75,0.4738003309,0.1731936018,0.0364037507,0.5857694429,0.1814671815,2.0641705856
360013,Wilson Memorial Hospital,915 West Michigan Street,Sidney,45365,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",451,17233824,6255666,5407443,575,1905,1952,76.144124169,44,148,145,114,243,208,425,,,,,15,97,354,0.0133037694,0.0620842572,0.2039911308,0.1929046563,0.3813747228,0.0487804878,0.3525498891,0.3348115299,0.022172949,0.0177383592,0.0598669623,0.0753880266,0.3858093126,0.1507760532,0.4235033259,0.3725055432,0.4789356984,0.4035476718,0.75,0.75,0.4855875831,0.1286031042,0.0487804878,0.5232815965,0.1507760532,1.626491818
360014,Ohiohealth O'bleness Hospital,55 Hospital Drive,Athens,45701,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",612,27094527,15904462,14186024,858,2800,2871,74.781045752,75,204,207,126,339,273,593,,,,,,196,416,0.0245098039,0.1225490196,0.2826797386,0.2352941176,0.5016339869,0.1192810458,0.4705882353,0.4460784314,0.0441176471,0.0506535948,0.0767973856,0.1078431373,0.362745098,0.2058823529,0.4444444444,0.4689542484,0.4803921569,0.4428104575,0.75,0.75,0.4232026144,0.158496732,0.0359477124,0.5555555556,0.1486928105,1.872069241
360016,The Jewish Hospital-Mercy Health,4777 East Galbraith Road,Cincinnati,45236,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2185,198871390,52315264,41290640,2900,12174,12730,74.748283753,250,839,629,467,1153,1032,1697,371,23,13,,,406,1779,0.0215102975,0.1276887872,0.1739130435,0.2132723112,0.3551487414,0.0887871854,0.3899313501,0.356979405,0.0219679634,0.0196796339,0.0727688787,0.1235697941,0.3327231121,0.2041189931,0.4118993135,0.2425629291,0.4105263158,0.3995423341,0.75,0.75,0.4164759725,0.1464530892,0.033409611,0.5372997712,0.2292906178,1.9726752689
360017,Grant Medical Center,111 South Grant Avenue,Columbus,43215,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2617,273374888,70046389,56462513,3194,19458,20343,72.347344287,468,979,759,411,1342,1275,2088,406,22,20,,,748,1869,0.0240733665,0.1612533435,0.2617500955,0.254107757,0.4237676729,0.1039358044,0.4386702331,0.4092472297,0.0340084066,0.0332441727,0.0641956439,0.1226595338,0.3305311425,0.1700420329,0.3725640046,0.3320596102,0.4428735193,0.3672143676,0.7485670615,0.75,0.4703859381,0.2155139473,0.0313335881,0.6178830722,0.2036683225,1.9301233866
360020,Summa Health System,525 East Market Street,Akron,44309,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3640,469317037,83769127,63669104,5133,25808,27009,73.863736264,499,1406,1025,710,1904,1736,3176,337,23,22,,,820,2820,0.0192307692,0.1425824176,0.2195054945,0.1986263736,0.3793956044,0.0824175824,0.4247252747,0.3868131868,0.0291208791,0.0293956044,0.0626373626,0.1291208791,0.310989011,0.1813186813,0.4332417582,0.3568681319,0.4024725275,0.3851648352,0.75,0.75,0.4340659341,0.1346153846,0.0293956044,0.5516483516,0.1728021978,1.9477907642
360025,Firelands Regional Medical Center,1111 Hayes Avenue,Sandusky,44870,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1582,64488077,23746369,19104938,2111,9351,9507,74.667509482,226,498,511,347,807,775,1416,97,,27,,36,357,1225,0.0145385588,0.1125158028,0.2149178255,0.1788874842,0.3438685209,0.0676359039,0.3982300885,0.3596713021,0.01517067,0.0271807838,0.0783817952,0.1175726928,0.3754740834,0.1927939317,0.4190897598,0.3451327434,0.4254108723,0.3963337547,0.75,0.75,0.4273072061,0.1694058154,0.0455120101,0.5910240202,0.2427307206,2.092603456
360026,Kettering Health Greene Memorial,1141 North Monroe Drive,Xenia,45385,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",153,5383944,1419090,1189886,182,404,426,78.470588235,,46,50,,73,80,131,14,,,,,17,136,0.0065359477,0.1045751634,0.1437908497,0.339869281,0.4836601307,0.0588235294,0.4967320261,0.4640522876,0,0.0196078431,0.091503268,0.1241830065,0.5032679739,0.1568627451,0.5816993464,0.5294117647,0.4575163399,0.6535947712,0.75,0.75,0.5490196078,0.1830065359,0.0392156863,0.5816993464,0.1960784314,1.9443801743
360027,Akron General Medical Center,1 Akron General Avenue,Akron,44307,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3233,233677844,68489920,53208124,4395,22472,23699,74.275595422,379,1250,1007,597,1644,1589,2727,350,33,23,,,567,2666,0.0185586143,0.1342406434,0.1784720074,0.2208475101,0.3748840087,0.0612434272,0.4382926075,0.3884936591,0.0269099907,0.0262913702,0.0600061862,0.1450665017,0.3377667801,0.202598206,0.4141664089,0.3235385091,0.4048871018,0.3906588308,0.75,0.75,0.4379832972,0.1419733993,0.0426848129,0.5218063718,0.2273430251,1.9717784769
360029,Wood County Hospital,950 West Wooster Street,Bowling Green,43402,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",454,12688846,5668182,4645544,529,1534,1597,74.588105727,56,165,147,86,233,221,418,,,,,19,75,379,0.0110132159,0.0726872247,0.1563876652,0.1563876652,0.3436123348,0.0396475771,0.3392070485,0.3061674009,0.0154185022,0.0176211454,0.0440528634,0.1035242291,0.3281938326,0.1850220264,0.372246696,0.2665198238,0.4074889868,0.3524229075,0.7268722467,0.75,0.3612334802,0.1519823789,0.0286343612,0.5660792952,0.1431718062,1.6357362113
360032,Grand Lake Health System,200 Saint Clair Street,Saint Marys,45885,OH,39,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",390,10563542,5046553,4404814,465,1320,1347,76.979487179,32,116,152,90,214,176,374,,,,,13,71,319,0.0051282051,0.1051282051,0.2051282051,0.2025641026,0.3897435897,0.041025641,0.3974358974,0.3743589744,0.0076923077,0.0051282051,0.0282051282,0.0717948718,0.458974359,0.1871794872,0.4564102564,0.4,0.4076923077,0.4435897436,0.75,0.75,0.5,0.1153846154,0.0461538462,0.6948717949,0.1307692308,1.6112520389
360035,Mount Carmel East,6001 East Broad Street,Columbus,43213,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3658,284930710,77972626,61701612,4786,23342,24353,74.851011482,415,1362,1146,735,2011,1647,2922,549,49,36,,,731,2927,0.0183160197,0.1022416621,0.2028430837,0.2225259705,0.391470749,0.0861126299,0.4294696555,0.4015855659,0.0169491525,0.0237834882,0.0489338436,0.1194641881,0.3408966648,0.2028430837,0.4190814653,0.3113723346,0.4721159103,0.4089666484,0.75,0.75,0.4838709677,0.1790595954,0.0369054128,0.5672498633,0.2211591033,1.9848316536
360036,Wooster Community Hospital,1761 Beall Avenue,Wooster,44691,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",833,22396107,11146495,9391312,1095,3498,3580,76.019207683,79,284,275,195,426,407,779,,,,,40,131,702,0.0108043217,0.093637455,0.1896758703,0.1824729892,0.3733493397,0.0456182473,0.4105642257,0.3913565426,0.0228091236,0.0144057623,0.0456182473,0.1092436975,0.3673469388,0.1776710684,0.4513805522,0.331332533,0.4045618247,0.3973589436,0.75,0.75,0.4633853541,0.1404561825,0.0540216086,0.5366146459,0.1680672269,1.8028320449
360037,St Vincent Charity Medical Center,2351 East 22nd Street,Cleveland,44115,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",231,14158640,5904053,4283786,270,1061,1085,69.748917749,50,99,65,17,115,116,147,71,,,,,74,157,0.025974026,0.2294372294,0.303030303,0.1212121212,0.341991342,0.0779220779,0.3593073593,0.3203463203,0.025974026,0.0649350649,0.1168831169,0.1688311688,0.1731601732,0.1168831169,0.3506493506,0.29004329,0.3593073593,0.3073593074,0.7142857143,0.75,0.329004329,0.1212121212,0.012987013,0.6493506494,0.0995670996,2.120429788
360039,Genesis Hospital,2951 Maple Avenue,Zanesville,43701,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2428,159381601,55339762,47695198,3335,12823,13435,73.530065898,378,850,725,475,1248,1180,2288,64,12,,,52,683,1745,0.0172981878,0.1264415157,0.2438220758,0.1647446458,0.4341021417,0.084431631,0.42092257,0.3904448105,0.023476112,0.0255354201,0.0646622735,0.1099670511,0.4040362438,0.2005766063,0.4019769357,0.4023887974,0.4509884679,0.4777594728,0.75,0.75,0.5959637562,0.1503294893,0.034184514,0.5271828666,0.1663920923,2.0699230943
360040,Knox Community Hospital,1330 Coshocton Road,Mount Vernon,43050,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",782,39739473,13351689,11987601,1060,4452,4483,74.340153453,119,262,244,157,414,368,753,,,,,14,252,530,0.0179028133,0.1189258312,0.2391304348,0.1675191816,0.3746803069,0.0818414322,0.4092071611,0.3797953964,0.0166240409,0.0127877238,0.0409207161,0.0933503836,0.3631713555,0.1649616368,0.4514066496,0.3913043478,0.4335038363,0.4309462916,0.75,0.75,0.5230179028,0.1291560102,0.0153452685,0.5818414322,0.1572890026,1.9433161558
360041,Parma Community General Hospital,7007 Powers Boulevard,Parma,44129,OH,39,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1932,109738023,28859215,24042789,2628,10796,10923,78.27484472,122,572,662,576,1028,904,1783,58,16,33,,,268,1664,0.0170807453,0.0962732919,0.1423395445,0.2525879917,0.3628364389,0.0471014493,0.3804347826,0.3514492754,0.0186335404,0.0160455487,0.0543478261,0.0952380952,0.3944099379,0.2173913043,0.4125258799,0.3442028986,0.3964803313,0.4637681159,0.75,0.75,0.534679089,0.1381987578,0.0367494824,0.5869565217,0.2189440994,1.9112274576
360044,Wayne Hospital,835 Sweitzer Street,Greenville,45331,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",397,12262065,5569282,4929947,476,1228,1261,77.345088161,39,115,119,124,236,161,385,,,,,,84,313,0.0201511335,0.0831234257,0.1662468514,0.2544080605,0.3929471033,0.0579345088,0.3979848866,0.3652392947,0.0125944584,0.0151133501,0.0554156171,0.0982367758,0.4332493703,0.1687657431,0.4458438287,0.4332493703,0.435768262,0.4987405542,0.75,0.75,0.556675063,0.1410579345,0.0277078086,0.5390428212,0.1687657431,1.7736953992
360046,Mccullough-Hyde Memorial Hospital,110 North Poplar Street,Oxford,45056,OH,39,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",310,12409672,3792332,3211350,427,1515,1538,76.409677419,24,94,126,66,169,141,298,,,,,,49,261,0.0161290323,0.135483871,0.2064516129,0.1967741935,0.4258064516,0.0903225806,0.364516129,0.3548387097,0.0193548387,0.0290322581,0.035483871,0.1096774194,0.3967741935,0.1838709677,0.4032258065,0.3516129032,0.3967741935,0.4290322581,0.75,0.75,0.4225806452,0.1677419355,0.0483870968,0.4548387097,0.1580645161,1.7708666836
